Source Node ID,Destination Node ID,Total_Transactions,Total_Amount,Average_Amount,Last_Transaction_Time,Is_Fraud,Community_ID,Edge_Risk_Score
A00085,A00165,94,24085.890219559806,256.23287467616814,2022-11-29 18:33:06,0,34,0.21239261193908476
A00077,A00110,25,16648.708346932202,665.9483338772881,2022-12-20 10:57:42,0,46,0.1278516257654594
A00083,A00032,99,14167.681098558742,143.10788988443173,2022-09-16 00:10:26,0,44,0.4341964405570603
A00005,A00131,91,40662.016170172574,446.8353425293689,2022-01-21 19:42:11,0,2,0.017424792829529356
A00036,A00122,58,28390.697354616197,489.4947819761413,2022-08-22 01:22:56,0,1,0.7832280655288529
A00123,A00119,62,774.4068614582786,12.490433249327074,2022-12-25 23:35:26,0,18,0.2473308218998016
A00041,A00025,97,23489.79974035942,242.16288392123113,2022-05-28 17:01:23,1,25,0.4315405690703942
A00178,A00031,72,31850.523480526645,442.36838167398116,2022-12-12 02:36:30,0,32,0.9896689534515974
A00033,A00119,1,23846.072637193825,23846.072637193825,2022-05-10 13:55:11,0,6,0.1619280783433822
A00049,A00035,99,26010.395590062166,262.7312685864865,2022-06-05 21:39:45,0,48,0.7754724740184749
A00180,A00002,31,5201.448880404466,167.7886735614344,2023-06-07 00:40:13,0,37,0.15910243444428362
A00092,A00070,95,46924.03838334586,493.9372461404827,2022-12-09 04:00:27,0,45,0.8710172592919818
A00054,A00015,95,10511.22899015284,110.64451568581937,2023-03-06 10:16:51,0,33,0.8987570902912491
A00196,A00001,17,44129.43171493191,2595.8489244077596,2022-10-03 16:46:24,0,42,0.5519650861781658
A00099,A00177,99,29480.307497754817,297.78088381570524,2023-06-12 04:02:53,0,35,0.6470486178422062
A00068,A00195,55,15052.901048610198,273.68910997473085,2022-03-23 21:31:02,0,16,0.047548424424275315
A00061,A00087,81,9986.760537869892,123.29333997370237,2023-09-03 17:08:30,0,17,0.6069582854286224
A00139,A00093,61,22234.09900434161,364.49342630068213,2023-11-23 22:19:11,0,27,0.021580546203791018
A00056,A00052,55,17990.250358784302,327.0954610688055,2023-09-25 09:07:04,0,8,0.5724703410417837
A00114,A00040,58,10113.628671441384,174.3729081282997,2022-10-25 04:01:52,0,4,0.7290203978820402
A00136,A00025,71,5366.317492489976,75.58193651394332,2023-04-19 01:16:32,0,36,0.21406201525386448
A00057,A00136,3,45236.96105816866,15078.987019389553,2022-10-28 16:00:53,0,11,0.4829800619867549
A00200,A00094,68,23068.448759512896,339.24189352224846,2023-06-15 18:56:42,0,16,0.8563988031114546
A00163,A00128,24,44467.35960035787,1852.8066500149114,2023-07-30 12:53:32,0,24,0.044086982633295024
A00061,A00005,45,14192.854173571584,315.3967594127019,2023-12-07 01:41:04,1,8,0.7564032105645607
A00078,A00143,12,30068.38987913928,2505.6991565949397,2022-07-04 08:03:40,0,26,0.3543474280198402
A00105,A00012,34,48173.80745604661,1416.8766898837239,2022-03-17 16:39:27,0,39,0.2775613783065667
A00096,A00089,95,2088.5696242372896,21.9849434130241,2023-01-24 12:33:31,0,2,0.23974816296313972
A00019,A00073,26,7363.039956790096,283.19384449192677,2023-03-10 19:22:33,0,37,0.40206101639034975
A00069,A00091,39,47388.98576221963,1215.1021990312724,2022-10-06 23:38:51,0,18,0.5663373183666738
A00114,A00093,56,9720.774428198423,173.5852576464004,2023-08-22 17:31:27,0,34,0.7740973272895704
A00018,A00019,38,12148.052808033251,319.6856002114014,2022-02-21 23:04:33,0,43,0.5835407675172298
A00108,A00072,36,30105.916020656514,836.2754450182365,2023-02-01 20:02:09,0,32,0.746636426315819
A00119,A00127,98,33109.16974576512,337.84867087515426,2022-01-07 10:53:56,0,39,0.6862767631069357
A00129,A00099,25,1360.5365290222257,54.42146116088903,2022-08-14 09:17:04,0,7,0.7369003752742791
A00008,A00111,23,48091.558908184335,2090.9373438341017,2022-03-31 11:28:18,0,17,0.9797434903901091
A00007,A00151,56,45217.43428701533,807.4541836967022,2022-02-23 23:49:17,0,25,0.24142953407634427
A00106,A00144,5,27553.26330986649,5510.652661973298,2023-12-01 15:18:01,0,18,0.3949677123644324
A00150,A00138,12,7024.4867643049665,585.3738970254138,2022-04-24 04:41:06,0,1,0.6566330746117258
A00128,A00027,65,27132.545695042943,417.4237799237376,2023-07-29 20:52:30,0,42,0.1995589219527133
A00020,A00029,43,26044.41321285466,605.6840282059223,2023-02-19 18:34:09,0,14,0.4892313625053727
A00107,A00037,28,3199.373062434493,114.26332365837474,2023-04-17 14:19:54,0,40,0.2944730904346382
A00072,A00104,6,28055.278008825146,4675.879668137524,2022-01-05 19:29:10,0,17,0.42033751254368024
A00173,A00154,23,20796.640050289094,904.2017413169172,2022-05-15 01:10:13,0,9,0.8380757257097196
A00102,A00064,43,38841.10936307419,903.2816130947485,2023-10-11 12:30:07,0,46,0.5274225926477032
A00024,A00096,60,8200.78163303974,136.67969388399567,2023-06-05 13:26:15,0,11,0.4619586811306181
A00063,A00067,65,2546.655546851466,39.179316105407175,2022-10-30 03:44:39,0,33,0.7591357186268514
A00019,A00122,32,35734.06078312177,1116.6893994725554,2022-08-19 07:08:36,0,7,0.41752603594135873
A00133,A00151,34,4194.4012197343545,123.36474175689278,2023-01-01 00:58:19,0,17,0.3841643954744721
A00099,A00115,57,27272.402965324025,478.46320991796534,2022-08-01 18:07:30,0,41,0.3053890716918083
A00043,A00065,30,24674.2757338827,822.4758577960899,2023-11-23 09:17:55,0,14,0.7127790117763141
A00033,A00183,99,11958.961229262464,120.79758817436833,2022-12-14 10:38:48,0,47,0.5629510323976047
A00167,A00196,69,6983.407434671099,101.20880340103041,2022-02-11 13:11:02,1,15,0.652854732114164
A00150,A00040,7,38947.623902691,5563.946271813,2022-02-04 01:54:02,0,35,0.6004593371434948
A00159,A00153,89,24806.309931159733,278.72258349617675,2023-06-20 00:35:59,0,8,0.003731186557372035
A00133,A00175,93,44454.63952336911,478.00687659536675,2022-06-30 04:28:04,0,28,0.9354711332557524
A00081,A00094,66,11510.552560376216,174.40231152085175,2022-11-07 15:24:11,0,22,0.20778069817386335
A00093,A00055,47,609.2695478686021,12.963181869544725,2022-06-03 20:21:22,0,4,0.4457671648838081
A00077,A00154,45,23827.431615300015,529.4984803400004,2022-08-23 09:47:19,0,12,0.5250598009929235
A00033,A00054,53,33417.901868080065,630.5264503411333,2022-08-18 04:33:22,0,36,0.22374864883836154
A00165,A00125,14,18339.029879249076,1309.9307056606483,2023-12-28 01:21:02,0,33,0.7342346273104738
A00002,A00020,6,909.6424634664189,151.60707724440314,2022-04-10 09:40:06,0,24,0.886892369565165
A00200,A00116,59,19517.73162557813,330.80901060301915,2023-06-29 21:49:03,0,13,0.5924321750319649
A00144,A00113,33,23700.27473329246,718.1901434331048,2022-10-10 19:08:34,0,38,0.10443841177699742
A00132,A00128,83,7789.318323545613,93.84720871741702,2023-04-10 11:53:28,0,38,0.030664724576237146
A00177,A00003,66,41726.78007008308,632.2239404558042,2022-06-13 06:42:04,0,47,0.8871969246836865
A00142,A00049,9,41147.0205240491,4571.891169338789,2023-01-04 06:13:19,0,37,0.47800302926279026
A00180,A00090,9,20436.80733744693,2270.756370827437,2023-05-22 20:20:21,0,38,0.043292952565867404
A00192,A00141,18,46748.38191102652,2597.132328390362,2023-10-18 06:23:04,0,44,0.05925284120936358
A00129,A00161,87,4163.986349492265,47.86191206312948,2022-04-05 16:27:46,0,5,0.8171849100261789
A00067,A00045,74,3823.8187301940056,51.67322608370278,2022-06-08 12:05:55,0,33,0.9838979556255587
A00166,A00182,19,15907.338188944866,837.2283257339403,2022-05-14 15:40:30,0,46,0.8854119382343671
A00069,A00171,17,35095.18583762775,2064.4226963310443,2022-01-15 15:34:15,0,10,0.7394642451937008
A00075,A00040,44,13994.529448476898,318.05748746538404,2023-02-10 06:30:36,0,17,0.6915139788273921
A00005,A00150,10,5070.553253607483,507.0553253607483,2022-02-27 05:17:06,0,34,0.3383206879624632
A00099,A00141,49,18585.620948209456,379.29838669815217,2023-10-21 00:21:20,0,8,0.9819152936553767
A00125,A00165,83,12345.190387228671,148.73723358106832,2023-09-27 10:13:28,0,48,0.023242441161085425
A00094,A00141,97,12194.519301811315,125.71669383310633,2022-07-04 05:43:15,0,1,0.5920292975539692
A00105,A00023,89,27002.067423793735,303.3940159976824,2023-03-17 13:51:12,0,40,0.08807910621038306
A00110,A00031,69,21386.97089632736,309.9560999467733,2022-04-09 21:33:27,0,31,0.20493516506971865
A00073,A00159,36,7075.892811041507,196.5525780844863,2022-03-21 08:50:04,0,4,0.29573639599451396
A00169,A00198,87,17047.430023217115,195.9474715312312,2022-05-17 06:00:35,0,26,0.6516239281235151
A00113,A00169,91,29911.877344188255,328.70194883723354,2023-06-26 12:16:36,0,23,0.32387357673211215
A00089,A00193,52,1584.4462223737808,30.470119661034246,2023-08-14 07:14:26,0,35,0.3390594743454326
A00162,A00194,59,43889.70205173014,743.8932551140703,2022-12-06 18:45:38,0,28,0.43955589317595267
A00007,A00017,10,20045.296746914115,2004.5296746914114,2023-12-22 13:38:02,1,37,0.25301877525561134
A00151,A00125,15,21552.665729369433,1436.8443819579622,2022-02-25 18:36:34,0,22,0.8564242278654772
A00121,A00098,74,44310.10725320054,598.7852331513586,2023-07-23 03:19:58,0,47,0.14484506399209363
A00136,A00148,68,39697.21764552689,583.782612434219,2023-11-19 00:08:43,0,38,0.7456023703526017
A00149,A00112,81,42587.496925598745,525.7715669827005,2022-07-11 02:07:57,0,36,0.47781947714517914
A00044,A00002,57,49055.21148184569,860.6177452955384,2023-04-05 20:17:22,0,17,0.10828378036020048
A00010,A00124,47,44512.63303482675,947.0772986133351,2023-04-17 22:09:19,0,22,0.15937289608855476
A00101,A00074,95,43686.29019666129,459.85568628064516,2022-03-07 18:45:32,0,42,0.4068545363990327
A00054,A00024,2,36069.29516541102,18034.64758270551,2022-01-23 18:16:34,0,22,0.9622253683813069
A00043,A00194,72,48974.102008710084,680.1958612320846,2022-10-20 16:13:38,0,13,0.1637679249478624
A00131,A00129,10,8040.483775345878,804.0483775345878,2022-07-18 21:25:46,0,13,0.4516736085012044
A00069,A00010,8,40115.04573243176,5014.38071655397,2022-10-11 20:28:39,0,3,0.3319950484060372
A00020,A00041,85,37758.42041578069,444.21671077389044,2022-01-12 22:31:23,0,47,0.5989251777083768
A00096,A00047,66,28187.769613231405,427.087418382294,2022-11-30 09:56:41,0,29,0.7147600388281231
A00117,A00006,9,40225.10200368531,4469.455778187256,2022-07-19 20:37:48,0,19,0.3037337732914728
A00059,A00166,76,33999.33477370048,447.3596680750063,2023-03-30 07:55:35,0,18,0.009430795597074826
A00093,A00198,27,9951.724675257854,368.5823953799205,2022-03-10 02:58:10,0,4,0.8042205569551034
A00129,A00092,54,42183.29495045614,781.1721287121508,2023-03-15 03:45:05,0,14,0.3924539786594684
A00123,A00181,90,9593.489985953136,106.59433317725707,2023-03-30 05:54:12,0,37,0.6111350701247765
A00007,A00072,70,15852.265801228885,226.4609400175555,2023-11-17 22:27:49,0,27,0.3378613716716744
A00192,A00157,59,32277.423045378648,547.0749668708245,2022-11-01 09:23:16,0,24,0.06610433338206656
A00017,A00122,49,30854.868176838554,629.6911872824195,2022-10-22 12:16:55,0,30,0.27346639954873897
A00065,A00190,66,40956.30412041346,620.550062430507,2022-01-07 18:10:53,0,18,0.93670214655501
A00113,A00189,62,9794.382298659488,157.97390804289498,2023-02-16 21:43:24,0,44,0.686751939389293
A00020,A00178,97,7446.690713331052,76.77000735392838,2023-04-04 05:14:19,0,42,0.6724496010484465
A00047,A00149,5,23291.03413988273,4658.206827976546,2022-03-07 08:10:16,0,11,0.4317077514154175
A00073,A00003,69,32875.84187989142,476.46147652016555,2022-10-24 10:03:02,0,27,0.9273327073017497
A00112,A00065,76,48340.205760186625,636.055338949824,2023-11-28 20:47:28,0,23,0.336753635477534
A00174,A00173,42,31652.921985108318,753.6409996454362,2023-11-29 21:28:38,0,45,0.17055955238561893
A00019,A00029,44,10839.072666865597,246.34256061058176,2023-01-08 16:26:05,0,3,0.22432604786592125
A00151,A00178,58,25862.551751090778,445.9060646739789,2022-03-15 06:48:30,0,16,0.5720402145369515
A00163,A00124,6,6448.382508214125,1074.7304180356875,2022-09-22 19:00:50,0,34,0.0018958226447227666
A00142,A00046,3,49984.88267236788,16661.62755745596,2022-07-20 19:06:25,0,9,0.12347918842897798
A00112,A00147,95,32777.47580984965,345.02606115631215,2023-04-10 15:48:44,0,26,0.02131648515002893
A00090,A00138,44,11396.511559852044,259.01162636027374,2022-11-26 12:39:50,0,39,0.6866847364216864
A00014,A00098,87,17021.979985542515,195.65494236255765,2022-08-19 02:04:15,0,43,0.8810758712582941
A00078,A00108,90,32959.415925044865,366.2157325004985,2022-11-18 12:03:39,0,9,0.5084417995159396
A00144,A00148,68,28908.422735833406,425.12386376225595,2022-09-15 15:00:41,0,22,0.2678443234657587
A00082,A00093,62,14968.588672177335,241.42884955124734,2023-02-05 04:46:56,0,3,0.4040612438146892
A00091,A00071,75,1485.4686824575424,19.8062490994339,2022-06-03 20:53:57,0,31,0.9422994584543897
A00049,A00186,14,15427.851591449575,1101.9893993892554,2022-03-22 17:04:17,0,12,0.7776030026397258
A00185,A00099,99,24565.945029508595,248.1408588839252,2023-07-19 22:30:33,0,5,0.6570866501874493
A00027,A00061,85,818.1312425327408,9.625073441561657,2022-07-09 06:36:57,0,24,0.4936190651423509
A00059,A00193,49,19446.03001955531,396.8577555011288,2022-11-26 06:22:05,0,5,0.14243450521172962
A00014,A00089,41,38353.99505491755,935.4632940223793,2023-09-09 08:55:01,0,1,0.9282411525970352
A00017,A00083,21,22798.800845906026,1085.6571831383822,2022-07-01 10:21:11,0,40,0.5011437398898327
A00154,A00021,20,45539.5534068378,2276.9776703418897,2022-04-08 07:39:14,0,38,0.44730647373546883
A00182,A00157,16,32166.07444451668,2010.3796527822924,2022-05-28 19:06:39,0,32,0.38731946420394303
A00074,A00066,2,44216.28659939014,22108.14329969507,2023-07-15 15:40:48,0,1,0.37593337201076416
A00178,A00075,86,680.8266094561907,7.916588482048729,2023-05-02 15:13:01,0,15,0.7497305159463521
A00080,A00127,56,21659.929371967904,386.7844530708554,2023-01-10 12:07:17,0,35,0.18466446303111583
A00190,A00116,33,19811.502193444907,600.3485513165124,2022-05-29 08:53:24,0,25,0.04932632270715431
A00011,A00178,64,7662.247828300097,119.72262231718902,2022-03-16 03:05:57,0,32,0.5876031090909863
A00148,A00028,1,43131.609044868404,43131.609044868404,2022-10-31 15:07:35,0,4,0.9155411475702073
A00143,A00094,1,8607.480301414384,8607.480301414384,2022-09-01 22:50:56,0,42,0.41992068739781674
A00181,A00056,94,13216.312743072822,140.59907173481724,2023-10-27 13:45:28,0,11,0.45519958924536275
A00138,A00044,59,37994.58846741857,643.9760757189589,2023-01-19 16:59:59,0,40,0.7082514767611252
A00154,A00086,90,6922.625056229991,76.91805618033324,2023-07-08 12:53:54,0,3,0.9841060872652102
A00038,A00166,95,6292.5025677651765,66.23686913437028,2023-06-22 07:26:02,0,4,0.5314487028730637
A00069,A00156,96,31047.873616051435,323.41535016720246,2023-09-24 10:03:40,0,10,0.1465145095135295
A00039,A00066,24,10148.9359211908,422.87233004961666,2023-09-26 19:13:46,0,43,0.07021849664651691
A00165,A00007,28,23005.96551529883,821.6416255463868,2023-01-19 15:06:48,0,6,0.33968618430384545
A00117,A00022,43,5979.078651186945,139.04834072527777,2022-03-28 04:08:00,0,9,0.5977128672998738
A00116,A00056,81,32490.80453168398,401.12104360103683,2023-10-30 15:10:49,0,8,0.10390783465574771
A00109,A00195,20,29354.83113295889,1467.7415566479444,2022-08-30 14:36:37,0,33,0.2606857141515767
A00116,A00103,7,48369.74481731707,6909.96354533101,2023-05-20 20:14:31,0,32,0.7175963237078009
A00064,A00112,28,29878.837887506616,1067.1013531252363,2022-07-09 01:50:16,0,23,0.4600226965272839
A00184,A00034,66,40631.89026855257,615.6347010386753,2023-09-29 04:46:18,0,19,0.8507916042091224
A00007,A00180,94,41945.0161216998,446.22357576276386,2023-04-09 09:50:47,0,49,0.4648344675803451
A00079,A00005,34,20013.118081871915,588.6211200550563,2022-12-03 02:21:50,0,1,0.08510721970702695
A00033,A00114,57,7877.05158156082,138.19388739580384,2023-11-15 10:09:50,1,32,0.940288801736357
A00004,A00069,6,3887.473645266721,647.9122742111202,2023-09-15 18:59:14,0,21,0.3808026281492013
A00010,A00174,83,43928.75567951257,529.2621166206334,2022-01-29 05:02:36,1,4,0.703907851361337
A00121,A00184,13,27170.781438443944,2090.060110649534,2022-01-02 22:11:18,0,42,0.2582393825167727
A00150,A00123,1,36539.89519038235,36539.89519038235,2022-05-17 22:26:38,0,18,0.09257999023576102
A00008,A00078,99,38909.22673253405,393.0224922478187,2023-09-02 09:03:12,0,48,0.8464728422865087
A00099,A00133,72,49764.14714488113,691.1687103455712,2023-06-04 04:49:07,0,16,0.7803785936485674
A00037,A00178,39,35038.600787231495,898.4256612110639,2023-04-02 22:07:20,0,39,0.9009796202435031
A00021,A00066,98,37383.86988828311,381.46806008452154,2022-06-05 04:15:36,0,24,0.6196570473776537
A00125,A00135,3,38561.91356443485,12853.97118814495,2023-09-03 03:13:03,0,34,0.13757272681793442
A00167,A00047,39,9340.02405181446,239.48779620037078,2023-04-18 04:04:31,0,21,0.374364322737505
A00035,A00125,10,39146.790411025926,3914.6790411025927,2023-04-27 12:54:36,0,46,0.5856504292230701
A00019,A00058,18,44897.482274739494,2494.3045708188606,2023-04-01 09:33:40,0,45,0.5627773003058154
A00115,A00150,71,24047.783273387293,338.70117286460976,2023-02-28 01:52:22,0,8,0.9474645204055515
A00088,A00141,25,47778.735489710256,1911.1494195884102,2022-11-17 12:26:02,0,1,0.4366160752986139
A00070,A00053,63,47899.62650960709,760.3115318985252,2022-01-20 06:57:59,0,47,0.9524121189864052
A00168,A00118,87,11865.812746953228,136.3886522638302,2022-09-23 07:58:15,1,4,0.6133970550720362
A00074,A00045,21,31755.050399077423,1512.145257098925,2022-10-18 19:15:52,0,30,0.5761214389873648
A00019,A00105,80,41601.09831866861,520.0137289833576,2022-11-16 09:30:46,0,30,0.013595220790352136
A00127,A00128,68,38718.47636279696,569.3893582764258,2023-04-19 10:59:21,0,39,0.9096425235418301
A00067,A00127,7,39788.89936082994,5684.128480118563,2022-07-17 13:45:53,0,37,0.67030476252131
A00188,A00176,78,29627.451564867606,379.8391226265078,2022-05-22 04:40:27,0,36,0.3316530833400766
A00072,A00114,66,5961.960016582539,90.33272752397785,2022-06-24 07:22:16,1,33,0.484810714936584
A00102,A00012,8,16372.953550606368,2046.619193825796,2022-12-14 05:24:17,0,2,0.5428913409565516
A00185,A00094,38,47722.378281355705,1255.8520600356765,2022-04-13 08:05:12,0,12,0.390578637213448
A00174,A00039,92,11975.133887450924,130.16449877664047,2022-06-18 14:13:44,0,19,0.8463868463704863
A00079,A00102,16,2981.1548124347096,186.32217577716935,2022-09-26 02:00:07,0,39,0.3282496963631012
A00149,A00025,75,20200.802143855573,269.34402858474095,2023-03-01 02:06:32,0,21,0.09354760963724718
A00135,A00029,87,47373.193551405006,544.5194661081035,2023-09-09 05:14:18,0,40,0.4889149754387725
A00148,A00183,51,25845.22951982514,506.7692062710812,2023-11-17 20:53:38,0,29,0.17051902440565736
A00128,A00004,89,3002.7993768211986,33.73931884068762,2023-06-24 18:42:57,0,39,0.4394991629587295
A00026,A00070,8,46015.609603252524,5751.9512004065655,2022-04-08 22:10:59,0,11,0.2257496486745748
A00141,A00121,37,13848.927313926255,374.2953328088177,2023-06-16 05:36:56,0,1,0.2820886730129897
A00056,A00109,46,32353.65871173383,703.3404067768224,2022-12-09 16:40:05,0,42,0.3889699997014585
A00012,A00118,93,37453.776435578344,402.72877887718647,2022-04-25 18:16:31,0,23,0.9723409149903972
A00093,A00118,71,46458.52212298631,654.3453820138917,2022-06-25 23:55:33,0,6,0.07032855851435871
A00098,A00034,60,40530.65985126897,675.5109975211494,2022-01-07 17:19:26,0,34,0.8567451574073005
A00162,A00175,37,34789.67462277285,940.2614762911581,2023-02-04 13:14:43,0,26,0.2706287109539872
A00121,A00071,35,270.16960551573277,7.719131586163793,2023-04-17 00:35:30,0,4,0.16512191794314857
A00115,A00111,62,39838.62774879229,642.5585120772951,2023-09-24 23:12:51,0,21,0.16515424078904073
A00084,A00001,60,3170.7489007361023,52.845815012268375,2023-08-30 03:37:41,0,49,0.04916325070340011
A00040,A00094,32,12177.735311171697,380.5542284741155,2023-12-12 07:13:24,0,31,0.3511933833371257
A00122,A00138,35,45848.93682506867,1309.9696235733904,2023-02-23 05:22:38,0,12,0.7531228526897832
A00187,A00047,40,27769.875458900195,694.2468864725049,2023-08-31 01:58:55,0,13,0.5120973937615042
A00057,A00123,90,46660.360745410006,518.4484527267779,2023-10-10 22:47:33,0,32,0.7210223944803316
A00095,A00171,39,36376.69001362386,932.7356413749708,2023-03-15 12:09:38,0,23,0.2752707263329931
A00157,A00068,87,48681.49330460984,559.5573943058602,2022-01-22 04:24:58,0,21,0.3106958216253718
A00168,A00145,81,35024.43678061803,432.4004540817041,2022-06-24 00:39:19,0,9,0.4310034213370576
A00047,A00103,9,3939.0887601361587,437.67652890401763,2022-02-15 15:52:11,0,7,0.5736989340345616
A00106,A00048,89,30530.85344509622,343.0432971359126,2022-07-29 06:04:04,0,47,0.5188206998552012
A00151,A00047,45,42905.642990779525,953.4587331284339,2023-11-08 19:25:31,0,6,0.3692930503000935
A00085,A00162,6,17911.115083007357,2985.185847167893,2022-12-20 09:06:57,0,1,0.48679619877157554
A00123,A00032,76,42164.49555138032,554.7959940971095,2022-02-06 00:33:39,0,6,0.3271997231821129
A00090,A00146,39,590.1594691936555,15.132294081888602,2023-12-16 17:23:31,0,19,0.01210994209007743
A00116,A00044,86,12236.212440018651,142.28154000021686,2023-12-17 16:57:51,0,41,0.9945373424685805
A00166,A00128,21,13070.436814492701,622.401753071081,2023-11-14 13:02:12,0,33,0.5707396569464525
A00198,A00141,25,42139.74977968514,1685.5899911874055,2023-09-13 22:49:34,0,14,0.4839810758136882
A00118,A00096,15,8967.97136410949,597.8647576072993,2022-11-10 06:16:11,0,48,0.9533229186701322
A00103,A00025,99,30368.336689882348,306.75087565537723,2023-07-31 21:03:37,0,5,0.7395025736813178
A00084,A00129,67,27134.25116364677,404.9888233380115,2022-09-22 07:33:01,0,1,0.26074727504309914
A00069,A00055,59,24389.871134152643,413.38764634157025,2023-12-22 13:52:07,0,40,0.20738697577934762
A00159,A00198,93,33236.74208707609,357.38432351694723,2022-05-31 17:52:36,0,33,0.7756469054455277
A00138,A00008,64,27084.878232129482,423.20122237702316,2023-09-08 13:15:30,0,25,0.9362206491415448
A00051,A00013,59,24040.424546435188,407.4648228209354,2022-10-04 01:30:01,0,10,0.6332419177492563
A00010,A00062,65,40882.38898496161,628.959830537871,2023-06-17 16:31:01,0,28,0.6052904890818208
A00138,A00031,15,11421.391920326381,761.4261280217587,2022-01-13 12:32:57,0,37,0.6232183815034057
A00145,A00041,77,31708.82216270969,411.802885229996,2022-06-29 23:30:20,0,16,0.7221073389728567
A00059,A00140,97,22977.63099216484,236.88279373365813,2022-09-01 08:41:06,0,36,0.3261691163882843
A00198,A00122,16,43314.781355829466,2707.1738347393416,2022-05-19 16:25:38,0,10,0.09540413937363512
A00130,A00019,18,17724.165352684264,984.6758529269035,2023-09-29 08:41:04,0,4,0.7822854159874078
A00147,A00005,58,39907.11824232083,688.053762798635,2022-11-22 07:57:51,0,9,0.5940738219190023
